Genome Name,CheA
"Freshwater microbial communities from Lake Mendota, WI - 14NOV2009 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 14Nov09, ASSEMBLY_DATE=20140128)",157
"Clean room spacecraft assembly facility microbial communities from NASA Jet Propulsion Laboratory, California, USA - Floor swab, replicate C (floor swab of Spacecraft Assembly Facility - replicate C, ASSEMBLY_DATE=20140122)",2
Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC113_MetaG,1172
"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 764487809",2
Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_30_>0.8_DNA,301
Coral microbial communities from various places in Mexico - Orbicella T R A metatranscriptome (Eukaryote Community Metatranscriptome),3
"Active sludge microbial communities from Klosterneuburg, Austria, studying microevolution and ecology of nitrifiers - Klosterneuburg WWTP active sludge metagenome KNB14_bulk",2915
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 54 (Metagenome Metatranscriptome)",53
"Freshwater microbial communities from Trout Bog Lake, WI - 29JUN2009 hypolimnion (Trout Bog Lake June 29 2009 Hypolimnion, new10pct subsample IHUO Merged Reads)",257
"Marine sediment microbial community from Union City, CA, USA - Pond 2C Sediment 1 (Pond 2C Sediment 1 Union City, June 2012 Assem)",5027
"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_9_15_B (Metagenome Metatranscriptome)",5
"Ferric oxide microbial mat and aquatic microbial communities from Rainbow Spring, Yellowstone National Park, USA - RS3B",88
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 7_HOW4,14
"Freshwater microbial communities from Trout Bog Lake, WI - 04OCT2008 epilimnion (Trout Bog Lake October 4 2008 Epilimnion, new10pct subsample IHSX Merged Reads)",79
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01K3-12 (Nitrogen cycling UWRJG01K312, ASSEMBLY_DATE=20140815)",2276
"Estuarine microbial communities from Columbia River, sample from South Channel ETM site, GS313-0p1-ETM-15m",31
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBH25Aug08",857
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 159571453",19
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05.2A1-12 (Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05.2A1-12, ASSEMBLY_DATE=20140827)",2798
Deep ocean microbial communities from the Global Malaspina Expedition - Deep seawater metaT MP257 (Metagenome Metatranscriptome),71
"Human subgingival plaque microbial communities from NIH, USA - visit 2, subject 764042746",9
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS Switchgrass S5-2",20737
Marine microbial communities from western Arctic Ocean - ArcticOcean_MG_CB8_128,206
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 66 (Luquillo Experimental Forest Soil Metagenome 66, ASSEMBLY_DATE=20121204)",11
"Marine microbial communities from Cocos Island, Costa Rica - GS023",7
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF109 (Metagenome Metatranscriptome)",158
"Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - June 2008 P12 2000m (Line P June 2008 P12 2000m, March 2012 Assem)",19
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI074_120m_A (Metagenome Metatranscriptome),6
Estuarine microbial communities from the Columbia River estuary - metaG 1449A-02,190
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA -",29500
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF216 (Metagenome Metatranscriptome)",17
"Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1_B C12 SIP DNA",921
"Hot spring microbial communities from Elkhorn Slough, Monterey Bay, USA -  MD2A (Elkhorn Slough mat MD2A Metagenome, ASSEMBLY_DATE=20121222)",161
Marine viral communities from the Global Malaspina Expedition - Malaspina viral metaG DeepMed_s12,171
"Methane-oxidizing artificial microbial communities from Washington, USA to study methane cycling - T6-HHNO3 metaT (Metagenome Metatranscriptome)",56
"Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape CL_Col_mMS (Arabidopsis plate scrape CLColmMS, ASSEMBLY_DATE=20140520)",424
"Forest soil microbial communities from Davy Crockett National Forest, Groveton, Texas, USA - Texas A ecozone_RefH0_O1 (Texas A ecozone_RefH0_O1, ASSEMBLY_DATE=20130227)",9149
"Human stool microbial communities from NIH, USA - visit 2, subject 158337416",19
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 24 (Metagenome Metatranscriptome)",8
"Freshwater lake sediment microbial communities from the University of Notre Dame, USA, for methane emissions studies - CRP12 CR",18174
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G08A3a-11 (Nitrogen cycling UWRJG08A3a11, ASSEMBLY_DATE=20140516)",1787
"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Total_1213_SludgeMetaT (Metagenome Metatranscriptome)",234
"Salt pond microbial community from Fremont, CA, USA - Pond A23 Liquid 2 (Pond A23 Liquid 2 Fremont, July 2012 Assem)",284
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S21 Surf_B metaT (Metagenome Metatranscriptome),7
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  54 02/08/11 150m (Saanich Inlet 54 02/08/11 150m, April 2012 Assem)",15
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBE27Jul09",329
"Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - C4 (KBS Corn C4, ASSEMBLY_DATE=20131028)",19599
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI073_200m_A (Metagenome Metatranscriptome),37
"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM2_M2 (Mediterranean Blodgett CA OM2_M2, ASSEMBLY_DATE=20130222)",7376
"Mixed alcohol bioreactor microbial communities from Texas A and M University - 55C, Day 16 (re-annotation)",131
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S5 c16 DCM_A metaT (Metagenome Metatranscriptome),17
"Hypersaline microbial mat communities from Hot Lake, Washington, USA - Hot Lake Consortium UCC-SL28",293
"Thermal spring microbial communities from Yellowstone National Park, Wyoming, USA - Perpetual Spouter A (PS_A) MetaG (Hypersaline microbial mat communities from Yellowstone National Park, Wyoming, USA - Perpetual Spouter A (PS_A) MetaG, ASSEMBLY_DATE=20141005)",16
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 246515023",14
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 23 (Metagenome Metatranscriptome)",63
"Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk (Wetland Surface Sediment Aug2011 Site B2 Bulk Metagenome, ASSEMBLY_DATE=20130408)",26242
Marine viral communities from the Subarctic Pacific Ocean - 4_ETSP_OMZ_AT15127 metaG,60
"Freshwater microbial communities from Trout Bog Lake, WI - 18AUG2009 epilimnion (Trout Bog Lake August 18 2009 Epilimnion, new10pct subsample IHXB Merged Reads)",73
Deep ocean microbial communities from the Global Malaspina Expedition - Deep seawater metaT MP2255 (Metagenome Metatranscriptome),36
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_20_5_16_1 metaT (Metagenome Metatranscriptome)",12
"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Su13.BD.MM15.SN",736
"Coal bed microbial communities from San Jean Basin, New Mexico, USA - production water: CG7: (CG7: San Juan Basin coal bed production water 454 assembly)",28
"Sediment microbial communities from Lake Washington, Seattle, for Methane and Nitrogen Cycles, original sample replicate 2 (Original sample replicate 2 12C fraction)",220
"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 53-3 deep-072012 (NGEE Surface sample 53-3 deep-072012, ASSEMBLY_DATE=20130516)",2317
"Amended soil microbial communities from Kansas Great Prairies, USA - acetate and BrdU F2.3 B, extraction BrdU only, no abundance (Rep. Kansas native prairie amended with acetate & BrdU F2.3B, Jan 2012 Assem)",180
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI074_165m_B (Metagenome Metatranscriptome),27
Bovine rumen microbial communities from New Zealand - Cows 722+723 Adherent (Metagenome unassembled (722+723 Ad combined)),225
"Groundwater microbial communities from the Columbia River, Washington, USA, for microbe roles in carbon and contaminant biogeochemistry - GW-RW metaG T4_30-Apr-14",2436
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_20_2_4_2 metaT (Metagenome Metatranscriptome)",3
Swine fecal viral communities from China - diarrheic  piglet,3
"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N3_10_20",965
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_1900_T MetaT (Metagenome Metatranscriptome)",112
"Hot spring microbial communities from Elkhorn Slough, Monterey Bay, USA -  CD6A (Elkhorn Slough mat CD6A, June 2012 Assem)",52
Laurentian Great Lakes metaT Su13.BD.MM110.SD (Metagenome Metatranscriptome),177
Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNAS1_MetaG,1223
"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series 2014_12_3",35
"Freshwater microbial communities from Trout Bog Lake, WI - 13JUN2007 epilimnion (Trout Bog Lake June 13 2007 Epilimnion, new10pct subsample IHUT Merged Reads)",2
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF230 (Metagenome Metatranscriptome)",319
"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Biofilm from sections of failed pipe of  Encana Pipeline",139
"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series 2014_12_17",35
"Marine microbial communities from the Deep Atlantic Ocean - MP0144 (Deep seawater metagenome MP0144, ASSEMBLY_DATE=20130213)",155
Estuarine microbial communities from the Columbia River estuary - metaG 1449B-3,613
Enriched soil aggregate microbial communities from Iowa State university to study microbial drivers of carbon cycling - Hofmockel_1000180-3 ISU MetaT (Metagenome Metatranscriptome),95
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 3_LOW4,68
"Permafrost soil microbial communities from the Arctic, to analyse light accelerated degradation of dissolved organic matter (DOM) - Organic soil replicate RNA 2013_056 (Metagenome Metatranscriptome)",125
"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Microbes from Oil-contaminated ecosystem in Alberta, Canada Inniskillen 604.3 (Inniskillen 604.3: 454 sequencing assembly)",3
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G08A2-12 (Nitrogen cycling UWRJG08A212, ASSEMBLY_DATE=20140517)",1541
Estuarine microbial communities from the Columbia River estuary - metaG 1553A-02,167
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 37 (Luquillo Experimental Forest Soil Metagenome 37, ASSEMBLY_DATE=20130115)",27
"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site B2 Bulk (Wetland Surface Sediment Feb2011 Site B2 Bulk, Oct 2011 assem)",55600
"Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA -  Sample 7 (Crude oil metagenome 7, ASSEMBLY_DATE=20140103)",14463
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 67 (Luquillo Experimental Forest Soil Metagenome 67, ASSEMBLY_DATE=20121207)",7
Marine microbial communities from Polynesia - GS047,6
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS Corn C3-2",17235
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_100m_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_100m_DNA, ASSEMBLY_DATE=20141005)",1603
"Permafrost soil microbial communities from the Arctic, to analyse light accelerated degradation of dissolved organic matter (DOM) - Organic soil replicate 1 DNA2013-045",4512
Wastewater bioreactor microbial communities from Singapore -TA reactor DNA contigs from 4 sample (Terephthalate degrading reactor metagenome contigs from 4 samples),36
"Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute, USA - AR20-6-D (Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute, USA - AR20-6-D, ASSEMBLY_DATE=20140409)",408
